sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","search_et","api_lt","search_lt","api_index_et","api_index_lt","savedsearch_name","adhoc_search_level","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name","__mv_adhoc_search_level"
"1751285719.161","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| sort 0 - _time
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285719.666244",0,"UI:Search",182,1751285719,182,10460,completed,"0.54",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285727.162","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
```| sort 0 - _time```
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285727.063726",0,"UI:Search",182,1751285727,182,10460,completed,"0.41600000000000004",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285758.163","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
```| sort 0 - _time```
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2

| sort 0 - _time
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285758.894868",0,"UI:Search",182,1751285759,182,10460,completed,"0.47800000000000004",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285762.164","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
```| sort 0 - _time```
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2

```| sort 0 - _time```
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285762.387874",0,"UI:Search",182,1751285762,182,10460,completed,"0.41200000000000003",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285770.165","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| sort 0 - _time
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2

```| sort 0 - _time```
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285770.271329",0,"UI:Search",182,1751285770,182,10460,completed,"0.493",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285774.166","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| sort 0 - _time
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2

| sort 0 - _time
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285774.050854",0,"UI:Search",182,1751285774,182,10460,completed,"0.513",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285778.167","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| sort 0 - _time
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751285778.876522",0,"UI:Search",182,1751285779,182,10460,completed,"0.614",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285833.168","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| sort 0 - _time
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2","BEER-PC01","1751285833.029571",0,"UI:Search",4308,1751285833,1000,10460,completed,"0.5760000000000001",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285888.169","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2","BEER-PC01","1751285888.422407",0,"UI:Search",4308,1751285888,2088,10460,completed,"2.572",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751285977.170","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751285977.145257",0,"UI:Search",10448,1751285977,6224,10460,completed,"3.235",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286006.181","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart/error.do""","BEER-PC01","1751286006.403048",0,"UI:Search",854,1751286006,854,868,completed,"1.168",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286012.182","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart/error.do""","BEER-PC01","1751286012.551040",0,"UI:Search",854,1751286012,477,868,completed,"0.607",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286032.183","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""","BEER-PC01","1751286032.739588",0,"UI:Search",5286,1751286033,3643,10460,completed,"3.274",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286049.184","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" JSESSIONID=SD10SL2FF4ADFF53099","BEER-PC01","1751286049.946123",0,"UI:Search",4,1751286050,4,32,completed,"0.368",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286056.185","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 JSESSIONID=SD10SL2FF4ADFF53099","BEER-PC01","1751286056.802676",0,"UI:Search",8,1751286057,8,32,completed,"0.363",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286088.186","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751286088.543404",0,"UI:Search",10448,1751286088,6224,10460,completed,"3.837",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286096.187","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 JSESSIONID=SD6SL9FF9ADFF52880","BEER-PC01","1751286096.877884",0,"UI:Search",4,1751286097,4,14,completed,"0.359",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286102.188","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751286102.333743",0,"UI:Search",10448,1751286102,6224,10460,completed,"2.507",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286108.189","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart/error.do""","BEER-PC01","1751286108.169155",0,"UI:Search",854,1751286108,854,868,completed,"0.987",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286112.190","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart/error.do"" JSESSIONID=SD6SL4FF1ADFF52990","BEER-PC01","1751286112.578487",0,"UI:Search",2,1751286112,2,34,completed,"0.361",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286115.191","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 JSESSIONID=SD6SL4FF1ADFF52990","BEER-PC01","1751286115.362627",0,"UI:Search",8,1751286115,8,34,completed,"0.371",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751286162.194","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 JSESSIONID=SD6SL4FF1ADFF52990","BEER-PC01","1751286162.481838",0,"UI:Search",8,1751286162,8,34,completed,"0.301",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286428.195","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751286428.392460",0,"UI:Search",10448,1751286428,6224,10460,completed,"2.968",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286442.196","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase","BEER-PC01","1751286442.768407",0,"UI:Search",11474,1751286443,6737,11474,completed,"4.176",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286481.198","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie","BEER-PC01","1751286481.955070",0,"UI:Search",79064,1751286482,40532,79064,completed,"6.088",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286489.199","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| stats dc(itemId) dc(productId)","BEER-PC01","1751286489.540210",0,"UI:Search",79064,1751286489,1,79064,completed,"5.247",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286504.200","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| stats dc(itemId) dc(productId) values(itemId) values(productId)","BEER-PC01","1751286504.611736",0,"UI:Search",79064,1751286505,1,79064,completed,"5.359",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286523.201","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| stats dc(itemId) dc(productId) values(itemId) values(productId) by itemId","BEER-PC01","1751286523.954993",0,"UI:Search",79064,1751286524,14,79064,completed,"5.646",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286600.204","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie","BEER-PC01","1751286600.233566",0,"UI:Search",79064,1751286600,40532,79064,completed,5,,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286615.209","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751286615.498566",0,"UI:Search",10448,1751286615,6224,10460,completed,"3.86",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286619.210","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status!=200","BEER-PC01","1751286619.172812",0,"UI:Search",1026,1751286619,1026,11474,completed,"3.977",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286632.214","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status!=200 uri_path=""/cart*""","BEER-PC01","1751286632.699919",0,"UI:Search",796,1751286632,796,11474,completed,"2.775",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286650.216","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart*""","BEER-PC01","1751286650.564061",0,"UI:Search",10448,1751286650,6224,10460,completed,"2.468",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286660.217","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart*""
| sort 0 _time","BEER-PC01","1751286660.357253",0,"UI:Search",10448,1751286660,1000,10460,completed,"0.619",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751286900.218","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| eval prodId2 = mvindex(productId, successIndex)
| table clientip timePurchase price prodId","BEER-PC01","1751286900.754643",0,"UI:Search",182,1751286901,182,10460,completed,"0.421",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286903.219","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| eval prodId2 = mvindex(productId, successIndex)
| table clientip timePurchase price prodId prodId2","BEER-PC01","1751286903.907595",0,"UI:Search",182,1751286904,182,10460,completed,"0.418",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286918.224","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| eval prodId2 = mvindex(productId, successIndex+1)
| table clientip timePurchase price prodId prodId2","BEER-PC01","1751286919.000485",0,"UI:Search",182,1751286919,182,10460,completed,"0.429",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286921.225","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| eval prodId2 = mvindex(productId, successIndex-2)
| table clientip timePurchase price prodId prodId2","BEER-PC01","1751286921.907680",0,"UI:Search",182,1751286922,0,7730,failed,"62.986000000000004",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286922.226","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| eval prodId2 = mvindex(productId, successIndex-1)
| table clientip timePurchase price prodId prodId2","BEER-PC01","1751286922.470056",0,"UI:Search",182,1751286922,182,10460,completed,"0.47300000000000003",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286926.227","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId prodId2","BEER-PC01","1751286926.327344",0,"UI:Search",182,1751286926,182,10460,completed,"0.431",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751286927.228","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| dedup clientip
| eval successIndex=mvfind(file, ""success.do"")
| eval timePurchase=mvindex(req_time, successIndex)
| eval price=mvindex(other, successIndex)
| eval clientip=mvindex(clientip, successIndex)
| eval prodId = mvfilter(productId!=""NULL"")
| table clientip timePurchase price prodId","BEER-PC01","1751286927.914493",0,"UI:Search",182,1751286928,182,10460,completed,"0.39",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751287078.229","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| stats count by referer_domain
| sort 0 - count","BEER-PC01","1751287078.063700",0,"UI:Search",79064,1751287078,4,79064,completed,"0.665",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751287512.230","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751287512.165109",0,"UI:Search",10448,1751287512,6224,10460,completed,"2.88",,,,,,,,fast,,,,,,,,,,,,,,,,,,,,
"1751287536.231","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200","BEER-PC01","1751287536.735284",0,"UI:Search",10448,1751287537,6224,10460,completed,"3.221",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287545.232","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart/success.do""","BEER-PC01","1751287545.923848",0,"UI:Search",4308,1751287546,3154,4308,completed,"1.272",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287574.234","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie","BEER-PC01","1751287574.628318",0,"UI:Search",79064,1751287574,40532,79064,completed,"5.678",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287613.240","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart/success.do""","BEER-PC01","1751287613.953458",0,"UI:Search",4308,1751287614,3154,4308,completed,"1.324",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287638.241","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""","BEER-PC01","1751287638.173490",0,"UI:Search",5286,1751287638,3643,10460,completed,"3.927",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287642.242","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""","BEER-PC01","1751287642.470804",0,"UI:Search",5286,1751287642,3643,10460,completed,"2.302",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287665.243","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""
| stats count by categoryId","BEER-PC01","1751287665.285027",0,"UI:Search",5286,1751287665,7,10460,completed,"3.761",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287703.244","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""
| stats count by categoryId","BEER-PC01","1751287703.751954",0,"UI:Search",5286,1751287704,7,10460,completed,"1.996",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287723.245","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""
| stats count by categoryId
| sort 0 - count","BEER-PC01","1751287723.865613",0,"UI:Search",5286,1751287724,7,10460,completed,"2.0180000000000002",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287735.246","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""
| stats count by categoryId
| sort 0 - count
| dedup categoryId","BEER-PC01","1751287735.676704",0,"UI:Search",5286,1751287735,7,10460,completed,"1.986",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287749.247","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""
| stats count by categoryId
| sort 0 - count
| head 1","BEER-PC01","1751287749.467470",0,"UI:Search",5286,1751287749,1,10460,completed,"1.99",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287764.248","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""
| stats count by categoryId
| sort 0 - count
| head 1
| table categoryId","BEER-PC01","1751287764.036612",0,"UI:Search",5286,1751287764,1,10460,completed,"3.577",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287815.249","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    [ search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    | stats count by categoryId 
    | sort 0 - count 
    | head 1 
    | table categoryId]","BEER-PC01","1751287815.056985",0,"UI:Search",1612,1751287815,1612,1612,completed,"3.7",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287848.250","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    [ search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    | stats count by categoryId 
    | sort 0 - count 
    | head 1 
    | table categoryId]
| stats count by productId","BEER-PC01","1751287848.287027",0,"UI:Search",1612,1751287848,4,1612,completed,"3.4370000000000003",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751287864.251","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    [ search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    | stats count by categoryId 
    | sort 0 - count 
    | head 1 
    | table categoryId]
| stats count by productId
| sort 0 - count 
| head 5","BEER-PC01","1751287864.525165",0,"UI:Search",1612,1751287864,4,1612,completed,"2.17",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751288139.254","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    [ search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    | stats count by categoryId 
    | sort 0 - count 
    | head 1 
    | table categoryId]
| stats count by productId
| sort 0 - count 
| head 5
| lookup prices.csv productId","BEER-PC01","1751288139.514087",0,"UI:Search",1612,1751288139,4,1612,completed,"1.795",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1751288316.259","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751288316.852694",0,"UI:Dashboard:tutorialdata_final",1338,1751288317,4,10460,completed,"1.972",,,,,"1833029933770.955","1833029933770.955",search6,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search10_1751288316.263","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200
| eval date=substr(req_time,0,11)
| stats sum(other) as income count max(_time) as timeToSort by date
| sort timeToSort
| fields - timeToSort
| streamstats window=2 first(income) as prevIncome last(income) as lastIncome
| eval growthPerc=(lastIncome-prevIncome)/prevIncome*100
| reverse","BEER-PC01","1751288316.982903",0,"UI:Dashboard:tutorialdata_final",4308,1751288318,16,4308,completed,"0.757",,,,,"1833029933770.955","1833029933770.955",search10,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751288317.269","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751288317.548047",0,"UI:Dashboard:tutorialdata_final",0,1751288318,0,0,canceled,"0.383",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751288317.270","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751288317.877406",0,"UI:Dashboard:tutorialdata_final",79064,1751288319,40532,219728,completed,"5.582",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1751288336.271","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    [ search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" 
    | stats count by categoryId 
    | sort 0 - count 
    | head 1 
    | table categoryId]
| stats count by productId
| sort 0 - count 
| head 5
| lookup prices.csv productId","BEER-PC01","1751288336.586332",0,"UI:Dashboard:tutorialdata_final",1612,1751288336,4,1612,completed,"0.582",,,,,"1833029933770.955","1833029933770.955",search16,"",,,,,,,,,,,,,,,,,,,,
"1751288399.272","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do""","BEER-PC01","1751288399.296503",0,"UI:Search",5286,1751288399,3643,10460,completed,"3.3000000000000003",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751288411.273","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" JSESSIONID=SD10SL2FF4ADFF53099","BEER-PC01","1751288411.727147",0,"UI:Search",4,1751288412,4,32,completed,"0.363",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751288425.274","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" JSESSIONID=SD10SL2FF4ADFF53099
| sort -0 _time","BEER-PC01","1751288425.317238",0,"UI:Search",4,1751288425,4,32,completed,"0.278",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751288435.275","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" JSESSIONID=SD10SL2FF4ADFF53099","BEER-PC01","1751288435.474379",0,"UI:Search",4,1751288435,4,32,completed,"0.33",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751288458.276","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" JSESSIONID=SD10SL2FF4ADFF53099
| transaction JSESSIONID","BEER-PC01","1751288458.287347",0,"UI:Search",1,1751288458,1,32,completed,"0.291",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
"1751288478.277","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200 uri_path=""/cart.do"" JSESSIONID=SD10SL2FF4ADFF53099
| sort -0 _time
| transaction JSESSIONID","BEER-PC01","1751288478.557203",0,"UI:Search",1,1751288478,1,32,completed,"0.389",,,,,,,,verbose,,,,,,,,,,,,,,,,,,,,
